,SB,SW,SR,SN,SE,SS,PUN,SP,PJ,PW,PR,PS,PI,PC,PL,PM,PZ,PX,PF,PA,PN,BF,FB,FG,FL,FM,FS,CE,CW,CY,CR,LA,LE,LW,LS,HE,HW,HM,TA,TE,OC,PO,PL,PB,PD,PX,PA,BP,BW,BY,BT,BL,BM,BC,BUN,MH,MS,AG,MB,MN,MM,ST,MP,OR,OW,OB,OK,OP,OS,OC,OE,OX,OY,OL,AB,AW,AX,AH,AM,EA,ER,ES,EU,EX,HB,HS,HC,HG,WB,BU,CB,CP,CV,CD,CH,SA,SBW,SF,SH,SK,SL,SM,SNW,SO,AL,AGL,AR,AV,BE,BI,CA,BA,BD,IW,BLUE,SY,TU,HK,SAS,GYM,GLED,MAG,PT,NYS,HAM,RHO,ROB,RHA,RHF,SOR,SOU,SOE,EUG,AT,CRB,AP,APM,CORN,CORA,CORS,VIB,VIBL,CEPH,OH,U
BP,0.7610983,0.7504736,0.75238603,0.776415,0.73945546,0.740062,0.780172,0.7581239,0.7504853,0.7530274,0.749617,0.748215,0.73510385,0.7303222,0.73838395,0.71765196,0.85722506,0.7309014,0.7441534,0.744058,0.769477,0.7623114,0.7031628,0.7326205,0.7267133,0.75409526,0.7484337,0.68548465,0.7057961,0.69512236,0.72261274,0.7128477,0.78793395,0.73164886,0.7173207,0.73839384,0.73334795,0.7273494,0.71508026,0.7167534,0.7555589,0.84638613,0.8181848,0.82753825,0.8148155,0.85403764,0.8651296,0.9999999,0.7939741,0.77672845,0.82416785,0.7984993,0.84327054,0.7466925,0.8152113,0.7713487,0.77925664,0.7697378,0.78457034,0.8257756,0.76001143,0.7218021,0.8173599,0.7882029,0.7893154,0.7928144,0.80781424,0.79917693,0.7873646,0.7546175,0.8031243,0.7856697,0.7776059,0.7569629,0.83667696,0.76486653,0.77304006,0.77391195,0.78199226,0.7555226,0.7567024,0.7818327,0.76028454,0.80700564,0.7785597,0.76698977,0.7634864,0.7966651,0.8562533,0.7837658,0.8192388,0.7778335,0.7362318,0.79969466,0.7849554,0.872179,0.7914811,0.7794412,0.7683525,0.7687696,0.7575313,0.7846817,0.7422012,0.77588,0.76366735,0.8126556,0.76383626,0.74721134,0.7528135,0.7912222,0.78679234,0.7737991,0.7850558,0.72297573,0.77182746,0.7866371,0.7585031,0.77575135,0.7650907,0.7630508,0.74731874,0.7013567,0.7361424,0.78881097,0.7197582,0.708771,0.8079047,0.76540667,0.75855595,0.73691815,0.73601,0.7735438,0.6781415,0.706239,0.75933665,0.75066996,0.7741778,0.7133899,0.7392747,0.73554826,0.72555864,0.7130667,0.7042396,0.81461227,0.72807467
BW,0.8050981,0.7871944,0.7856108,0.7880833,0.77847666,0.7672485,0.7878308,0.7953166,0.7886181,0.7653477,0.784049,0.733451,0.7752755,0.7741733,0.7396605,0.7170019,0.7448245,0.7530836,0.7703338,0.7786086,0.79000425,0.8054274,0.75191104,0.77421576,0.7766421,0.7723519,0.7811188,0.7336218,0.7469966,0.7471044,0.7591371,0.8186986,0.80320597,0.7809411,0.7804366,0.77228445,0.74907446,0.75193584,0.7583673,0.774314,0.7971916,0.83109736,0.80677444,0.82484424,0.7926948,0.80018127,0.81671643,0.7939741,1.0000005,0.8843804,0.88624245,0.9090805,0.8829205,0.87501013,0.88306344,0.8121931,0.83651006,0.8046535,0.79596525,0.79819655,0.8087146,0.78213394,0.77995586,0.8271917,0.80731994,0.8082395,0.79082483,0.78917515,0.7758378,0.775799,0.7832539,0.782439,0.7966942,0.77586967,0.79578,0.79578793,0.79667294,0.79143244,0.7957441,0.77905744,0.76638067,0.8098781,0.7461101,0.76269877,0.8124084,0.77458304,0.7694063,0.7862087,0.79266953,0.8241092,0.8008484,0.8164669,0.7676278,0.7637645,0.7620032,0.77883995,0.7786772,0.77835476,0.76701146,0.80004716,0.7697908,0.7928858,0.7459272,0.7544898,0.7999534,0.7897198,0.8124155,0.7680191,0.7802151,0.7522753,0.80302066,0.8173803,0.7839643,0.7523483,0.7769543,0.7815578,0.7693579,0.78507465,0.7471601,0.75437033,0.7862381,0.7306392,0.7553705,0.7338953,0.7608414,0.72608924,0.7869346,0.7367431,0.75684464,0.7930418,0.7883507,0.76483536,0.7023593,0.71677506,0.743449,0.7534214,0.7631261,0.76714486,0.7894153,0.7823708,0.75396013,0.73593175,0.7329457,0.8500856,0.7346686
BY,0.8012901,0.7975717,0.78175145,0.7799834,0.78882784,0.7809647,0.7807292,0.8031612,0.78773427,0.8111327,0.82150847,0.7398436,0.7566072,0.7666224,0.7276952,0.7043604,0.75510037,0.7391294,0.7669167,0.77736413,0.796466,0.80871224,0.7544779,0.7875325,0.7690372,0.76926374,0.78054845,0.7575504,0.7149576,0.7774314,0.7413552,0.81351566,0.8166369,0.77603287,0.79419255,0.8296317,0.7685806,0.76631397,0.7394402,0.78087276,0.807894,0.8045158,0.82378304,0.8171138,0.7950239,0.80956566,0.7945798,0.77672845,0.8843804,1.0000001,0.8462202,0.8913815,0.8665694,0.84293354,0.85100895,0.85222703,0.84244835,0.81118494,0.7985293,0.801254,0.7942041,0.80428284,0.77453756,0.8664523,0.83178407,0.8130742,0.7965122,0.79304636,0.7970823,0.8000792,0.8014409,0.8067985,0.7962562,0.7594663,0.79805905,0.84627837,0.8084803,0.792984,0.79975456,0.8406098,0.78775907,0.81779385,0.738773,0.76768905,0.81991935,0.79780513,0.78322905,0.79114944,0.81439936,0.8426578,0.8267991,0.7837393,0.7459464,0.7456728,0.75648665,0.76872164,0.7745415,0.7602426,0.7438456,0.7717063,0.7747587,0.78961444,0.7519768,0.74000937,0.7845413,0.78347707,0.80581367,0.745033,0.83094275,0.7505509,0.81692713,0.8654461,0.78736794,0.7786921,0.80185914,0.7913182,0.77983314,0.7929696,0.7621773,0.7558002,0.7894131,0.74870914,0.74804986,0.7582245,0.7453755,0.7019457,0.74424607,0.726938,0.78003335,0.7901161,0.76485676,0.753798,0.67847836,0.7341871,0.72613746,0.74193615,0.75648725,0.74156666,0.80245423,0.7600545,0.71875906,0.7129303,0.7387922,0.84723485,0.71534294
BT,0.78943896,0.78250813,0.7603322,0.78219557,0.7671987,0.76924646,0.7867504,0.78613555,0.80075705,0.76955473,0.7768742,0.7566499,0.77976906,0.7905937,0.7587836,0.7279633,0.77665544,0.749585,0.7881384,0.778983,0.8157134,0.8011761,0.73473173,0.7708429,0.7519563,0.77515,0.7768688,0.73070973,0.7305572,0.7310715,0.75908077,0.7725054,0.7853669,0.76084554,0.74600124,0.7757216,0.75694406,0.74786544,0.7435734,0.77478373,0.80364734,0.84645134,0.82530963,0.82660455,0.7977371,0.82765603,0.8398479,0.82416785,0.88624245,0.8462202,1.0000004,0.8724154,0.8595228,0.8671907,0.8691904,0.7748603,0.8033006,0.7711787,0.761221,0.78118837,0.7851089,0.74490416,0.7733474,0.78269625,0.7917671,0.77896637,0.78918695,0.77376854,0.77540046,0.761482,0.7929908,0.7654324,0.7882314,0.7923283,0.7963377,0.7857019,0.76634336,0.7801739,0.80096114,0.75960183,0.7421602,0.7809387,0.7583061,0.7724282,0.776024,0.73889506,0.74815345,0.7634773,0.76481044,0.78644186,0.7797607,0.7818402,0.75174475,0.77283823,0.75959146,0.78749716,0.79646033,0.7694853,0.77512103,0.7877588,0.75302684,0.7925639,0.7720285,0.7626467,0.7811028,0.7696308,0.76878476,0.75107723,0.7552942,0.7507632,0.80407137,0.78517646,0.7837653,0.72977436,0.74525064,0.77214456,0.7403736,0.7717911,0.74709755,0.7401846,0.74019057,0.7066549,0.76913,0.74704957,0.76218015,0.75199956,0.7682762,0.7448972,0.7424506,0.7740184,0.7715464,0.7494997,0.70004654,0.7109953,0.7689239,0.7447714,0.7599451,0.7538193,0.76266617,0.7772894,0.7413068,0.7048854,0.7534731,0.80535394,0.73155
BL,0.7976667,0.7637193,0.763758,0.77091944,0.7707414,0.76611507,0.7790295,0.77870595,0.7574624,0.74300766,0.7751721,0.70589906,0.7610154,0.750489,0.7354026,0.731621,0.73879325,0.7389035,0.77037114,0.74476045,0.7747882,0.80219734,0.75801486,0.7629254,0.7546325,0.756695,0.76476234,0.7258577,0.73277646,0.74628204,0.73133385,0.80752534,0.8063992,0.778989,0.76722133,0.7668779,0.7424498,0.74904644,0.7430901,0.766719,0.7941438,0.82764614,0.8018713,0.8145988,0.77841675,0.807454,0.7991732,0.7984993,0.9090805,0.8913815,0.8724154,1.0000002,0.87794757,0.85866696,0.8565602,0.831639,0.8381762,0.80096346,0.7852689,0.79495555,0.8223448,0.7708088,0.777368,0.83545804,0.8110389,0.7981421,0.8079293,0.7922101,0.7836962,0.7849406,0.7953137,0.78858465,0.8399467,0.77410233,0.8102903,0.80402386,0.78642464,0.7925658,0.81471276,0.7969741,0.79080296,0.8273001,0.7340841,0.80102706,0.82535434,0.79538846,0.777097,0.80133176,0.7847532,0.7993022,0.83227825,0.80544543,0.7687986,0.7870596,0.80593574,0.7792586,0.7695261,0.75326765,0.7608174,0.7989243,0.7686204,0.7869782,0.7486147,0.75055593,0.78286386,0.7739617,0.78960806,0.76391745,0.79688674,0.7601117,0.8442675,0.8188542,0.79592955,0.75043285,0.78835964,0.77647066,0.78953445,0.786824,0.75897014,0.7751152,0.7721149,0.76843554,0.7288518,0.7657175,0.76277125,0.73089087,0.76757586,0.72491634,0.76230216,0.79166794,0.78601605,0.757922,0.67543644,0.743581,0.74047244,0.78097653,0.76447624,0.7801156,0.8005026,0.7894515,0.78179324,0.72589576,0.7247639,0.84228706,0.7251625
BM,0.7685988,0.7596868,0.7369692,0.7387328,0.7474293,0.75897354,0.757923,0.7509451,0.77290815,0.753595,0.77498764,0.7302307,0.7383552,0.746423,0.7260798,0.6958614,0.80495656,0.7216879,0.7508357,0.7385869,0.76962656,0.77593017,0.72500086,0.75976264,0.73136866,0.74768394,0.74449605,0.73626035,0.7345426,0.7285307,0.72505146,0.8000898,0.7943716,0.7548874,0.77625144,0.7691582,0.75691146,0.7449599,0.72869575,0.7318186,0.7760706,0.79665256,0.78144765,0.83723366,0.83134276,0.80481666,0.80627364,0.84327054,0.8829205,0.8665694,0.8595228,0.87794757,1.0,0.8705772,0.84266186,0.8075933,0.8375675,0.8191575,0.83149266,0.7793553,0.77403903,0.7477875,0.7554454,0.8438369,0.8100478,0.8086766,0.81311405,0.83041596,0.83609575,0.7851578,0.8010098,0.78913164,0.80830675,0.7765323,0.8624626,0.7860162,0.80886656,0.7911866,0.7954636,0.82154924,0.77735573,0.8142547,0.73539567,0.76258725,0.8179077,0.7856529,0.82197565,0.79775107,0.84560895,0.8250531,0.8056996,0.76423115,0.7465751,0.7589255,0.7537191,0.8833579,0.8017647,0.77862656,0.7886954,0.7891975,0.7784341,0.8022326,0.761824,0.7896545,0.7957735,0.79662,0.80243754,0.74395,0.7754546,0.7335978,0.80034626,0.822921,0.7817972,0.74812555,0.8012451,0.82041216,0.77105284,0.7910781,0.75569606,0.7720249,0.7790752,0.7415019,0.7614238,0.7892686,0.74716264,0.7099769,0.76452214,0.7191644,0.7432963,0.75876373,0.74745816,0.7496637,0.67911553,0.71145713,0.70623744,0.75816417,0.7267504,0.7519274,0.77443165,0.78116477,0.74748516,0.7235826,0.7596758,0.808183,0.70619744
BC,0.7651684,0.7621257,0.7410208,0.7406887,0.7551264,0.7489964,0.7686672,0.7611731,0.7723467,0.7506474,0.7505591,0.70296735,0.728533,0.76726025,0.72641015,0.74279964,0.7257098,0.7322302,0.76149124,0.750427,0.76822793,0.7825378,0.74077183,0.7507051,0.74964494,0.76774645,0.7512903,0.7869898,0.7649717,0.7405175,0.7576086,0.8003932,0.77828705,0.84672964,0.7643013,0.7672544,0.7578301,0.7522163,0.75546575,0.7757756,0.7992941,0.77193576,0.7682342,0.80953616,0.79643,0.77203006,0.78166944,0.7466925,0.87501013,0.84293354,0.8671907,0.85866696,0.8705772,1.0,0.8331274,0.7669338,0.784351,0.7708303,0.77351683,0.73323375,0.80597204,0.7446489,0.72972834,0.7645579,0.76623154,0.7553055,0.7579008,0.7479005,0.7419038,0.7512564,0.75967056,0.74367595,0.7749622,0.7632327,0.7680409,0.77394474,0.7892759,0.7635263,0.77008885,0.77649933,0.73977476,0.7724643,0.70742655,0.7522572,0.77149916,0.7679297,0.735582,0.723492,0.75020146,0.7990048,0.745162,0.7499649,0.76215637,0.74519444,0.73013616,0.7697119,0.8046403,0.7878438,0.7972705,0.790938,0.7884796,0.81006396,0.7614641,0.7692913,0.7991222,0.7701485,0.77772665,0.7821183,0.73378587,0.7183161,0.76653403,0.78791344,0.7746098,0.7602929,0.77045715,0.8089217,0.74198854,0.8218451,0.72897786,0.7335072,0.7358875,0.70160913,0.74938613,0.7206763,0.77134365,0.7395797,0.73059464,0.72353673,0.7616067,0.7884463,0.7780693,0.7798499,0.70912063,0.7446145,0.73935163,0.73434216,0.73342097,0.74451214,0.76546806,0.7859556,0.75764716,0.74910355,0.8110557,0.7913334,0.7172305
BUN,0.75914866,0.77605367,0.7402459,0.78144956,0.746212,0.7365835,0.7773351,0.7632188,0.7685813,0.77883923,0.7602408,0.7796788,0.7501873,0.7481676,0.70686054,0.71167046,0.78317505,0.7566092,0.7654624,0.7767222,0.7815802,0.77689946,0.725052,0.74894744,0.7266604,0.7517748,0.7747538,0.7272354,0.7059128,0.6947608,0.7170166,0.77204496,0.8329784,0.74660456,0.7373788,0.73804253,0.7258415,0.73227084,0.73356056,0.7325915,0.7661399,0.8082818,0.7924041,0.7819656,0.76314,0.77837217,0.8501098,0.8152113,0.88306344,0.85100895,0.8691904,0.8565602,0.84266186,0.8331274,1.0000002,0.78011215,0.7861489,0.760196,0.7771055,0.8199038,0.7737896,0.76205236,0.80893785,0.7804176,0.8161397,0.78387547,0.77924716,0.76631314,0.78565955,0.75465316,0.77385545,0.76586837,0.75189406,0.7518593,0.7621745,0.79438657,0.7561798,0.7509386,0.7765941,0.7739423,0.7378539,0.7814333,0.77559894,0.8121958,0.74931085,0.72510576,0.7292438,0.7527652,0.7521474,0.77902824,0.7672746,0.7942969,0.7264281,0.7992428,0.7845355,0.7710223,0.8201581,0.7572433,0.73720455,0.79323405,0.75798863,0.7735693,0.74932647,0.75995374,0.7758205,0.8125753,0.7811516,0.7458555,0.7517102,0.79713804,0.77022076,0.78564477,0.8095523,0.7105915,0.7389379,0.7485486,0.7593179,0.7756004,0.7266715,0.7489089,0.7565464,0.7121931,0.7293262,0.7293376,0.7335597,0.72296625,0.7740927,0.75029653,0.7692195,0.75578964,0.7377231,0.79187804,0.669501,0.71583647,0.72062325,0.7271261,0.76811296,0.754708,0.782873,0.74718386,0.73518604,0.71466213,0.7323601,0.8124782,0.71845245
MH,0.78239036,0.8006787,0.7856988,0.77037,0.78432715,0.76797676,0.7592652,0.7914222,0.76055974,0.8218887,0.8100724,0.74974227,0.7589559,0.7606321,0.7302735,0.70648617,0.7527107,0.7620145,0.7481767,0.7656999,0.7856136,0.775595,0.75780225,0.80278546,0.7660118,0.77286494,0.7880753,0.7627174,0.72579396,0.75529414,0.7410191,0.7844709,0.7949678,0.76592016,0.7893114,0.78654855,0.7319505,0.7260773,0.7093026,0.74893427,0.78079766,0.8225473,0.8356888,0.791571,0.7987418,0.82088524,0.80430084,0.7713487,0.8121931,0.85222703,0.7748603,0.831639,0.8075933,0.7669338,0.78011215,0.99999994,0.894935,0.9043436,0.8526496,0.85777986,0.8619935,0.855768,0.847967,0.85625213,0.84316504,0.8115574,0.80258906,0.7953345,0.7977903,0.7873647,0.77319396,0.81503654,0.7841214,0.72509897,0.788204,0.85406435,0.79499596,0.79371506,0.7926647,0.8499308,0.7957078,0.8203838,0.73387516,0.786288,0.83333683,0.8140675,0.7875084,0.83388186,0.80522424,0.82042867,0.8262572,0.76845884,0.75559074,0.76683956,0.7673743,0.76542926,0.7736336,0.74554193,0.73605394,0.7508775,0.7502912,0.77911335,0.7392811,0.73340654,0.7741923,0.7867967,0.79384184,0.7565957,0.87155604,0.7937515,0.8011141,0.84592175,0.7629728,0.7819872,0.8233627,0.8283315,0.79435927,0.7793177,0.7917209,0.7691785,0.81130636,0.7746227,0.7346888,0.7834823,0.7475491,0.7206695,0.7486494,0.73705804,0.74219376,0.7971172,0.77779377,0.7673321,0.69914114,0.7507382,0.708447,0.80392957,0.7739114,0.74103993,0.7868824,0.7633759,0.7094984,0.7005987,0.72634304,0.86352247,0.71796596
MS,0.7935046,0.7769166,0.82086164,0.7721715,0.780918,0.7722794,0.7599356,0.79932606,0.7840055,0.77641785,0.82408804,0.7598844,0.76495206,0.7695459,0.75589645,0.7207284,0.75872135,0.7436349,0.7803251,0.7713945,0.80437917,0.7970617,0.7580934,0.80212516,0.7635491,0.76862204,0.77996546,0.7373483,0.7452982,0.745054,0.783365,0.80546874,0.79301256,0.7540435,0.7738081,0.77740467,0.7527396,0.7453978,0.7147018,0.74393153,0.80366623,0.8184256,0.81913584,0.8235244,0.82003593,0.8238547,0.7979375,0.77925664,0.83651006,0.84244835,0.8033006,0.8381762,0.8375675,0.784351,0.7861489,0.894935,1.0000001,0.8722209,0.86713207,0.8576389,0.8776135,0.8339648,0.84555453,0.8945303,0.8086512,0.82747424,0.8035943,0.80456007,0.8114788,0.7907498,0.79168236,0.81588876,0.81475747,0.7380722,0.8172504,0.8150443,0.79424167,0.78512573,0.8123057,0.8315504,0.8112999,0.85787433,0.7395187,0.77515316,0.8178952,0.790998,0.7981924,0.8174294,0.8089757,0.83871645,0.80290425,0.7752319,0.7549147,0.77573985,0.7716737,0.78271455,0.7785442,0.72910345,0.7699513,0.7731601,0.76030177,0.7974242,0.75991267,0.76377726,0.81669647,0.79991007,0.8685959,0.77421755,0.81974655,0.7617141,0.80677676,0.8192525,0.76410055,0.77843755,0.81051564,0.818585,0.8044795,0.7719093,0.7848159,0.76905406,0.80080473,0.7599248,0.7533963,0.7802794,0.77067,0.76102567,0.7638751,0.77537924,0.77116835,0.8073938,0.77728057,0.7723445,0.7092458,0.7293263,0.7143104,0.77597183,0.76150084,0.73526,0.7562562,0.7730139,0.74335873,0.7344633,0.7178451,0.85824203,0.7238319
AG,0.77961993,0.77663445,0.7696373,0.7599565,0.76440185,0.750349,0.7505794,0.76671433,0.7522963,0.77617943,0.76376355,0.7442781,0.7419554,0.7398715,0.72109425,0.6853499,0.7367704,0.7440399,0.7445163,0.74922776,0.7592323,0.76178133,0.74293584,0.78139913,0.76926297,0.7815325,0.7736845,0.7421628,0.73596054,0.7319837,0.75654674,0.7822887,0.7918458,0.76155186,0.78334296,0.7424234,0.7252346,0.7121315,0.7176769,0.71618146,0.75387144,0.8068634,0.77072245,0.82336414,0.8060607,0.79754245,0.8219272,0.7697378,0.8046535,0.81118494,0.7711787,0.80096346,0.8191575,0.7708303,0.760196,0.9043436,0.8722209,1.0000001,0.8506241,0.84496033,0.83693767,0.8372294,0.83221334,0.80418396,0.8206916,0.81835985,0.78295016,0.80081654,0.8226342,0.78654504,0.76786083,0.79229325,0.7656022,0.7189398,0.7961833,0.80273896,0.80489063,0.79364187,0.80387574,0.83129114,0.776236,0.8097987,0.71918094,0.7611869,0.8137089,0.79547536,0.83576965,0.79804486,0.80743897,0.83377683,0.78349507,0.76572466,0.7429806,0.7483252,0.7497708,0.79087293,0.81218326,0.75278825,0.7737244,0.75743365,0.7745077,0.80151594,0.77499545,0.7706791,0.8001721,0.8090265,0.81385565,0.7554204,0.79384613,0.77430105,0.7906213,0.823024,0.76673067,0.76132965,0.8156054,0.8440695,0.7916416,0.76723844,0.7888688,0.7709522,0.79410076,0.7626962,0.7202996,0.76941955,0.7516873,0.7361497,0.7726822,0.7480568,0.7678283,0.7776189,0.7564656,0.7629717,0.7187445,0.72387695,0.730939,0.78371036,0.75048137,0.72949755,0.75656736,0.7741159,0.7362366,0.7196764,0.75791925,0.8400726,0.7041848
MB,0.7734829,0.76436806,0.75821674,0.74981165,0.76835847,0.7515793,0.7642047,0.7669179,0.7586208,0.7569264,0.75818336,0.7422423,0.7424776,0.7585485,0.7100253,0.6992868,0.7478173,0.73702407,0.74830395,0.74873286,0.7627381,0.7447959,0.74708086,0.77502173,0.7375861,0.7520318,0.75473917,0.7131921,0.7227959,0.7483433,0.74517107,0.7758812,0.7764071,0.7446523,0.7633931,0.7263742,0.7124875,0.7229266,0.72516215,0.7268437,0.7510544,0.78629243,0.777369,0.79626703,0.79669476,0.778408,0.79445994,0.78457034,0.79596525,0.7985293,0.761221,0.7852689,0.83149266,0.77351683,0.7771055,0.8526496,0.86713207,0.8506241,1.0000004,0.85888076,0.8478571,0.81796044,0.84311694,0.79698825,0.78688955,0.80120796,0.7740435,0.7927671,0.76737714,0.76621175,0.7601867,0.7532987,0.75949067,0.7164798,0.78364426,0.77761656,0.7838042,0.757212,0.76894087,0.8074704,0.75762093,0.78549635,0.7326902,0.74700123,0.7850523,0.7591317,0.77650225,0.7681073,0.791192,0.8074125,0.77241623,0.76347995,0.7387296,0.7538623,0.76399827,0.7916647,0.7934313,0.7653599,0.7608994,0.7626945,0.7641031,0.7934907,0.738202,0.76128846,0.799293,0.79389066,0.81827855,0.75657916,0.76446134,0.7362768,0.77250063,0.7928743,0.7539327,0.7462153,0.7854403,0.8073555,0.7567686,0.7575103,0.76250446,0.7407912,0.7837721,0.76082736,0.7256225,0.75550795,0.73122513,0.69315815,0.77639663,0.73846626,0.74259305,0.77457243,0.76227534,0.74762887,0.6935126,0.73555034,0.7199956,0.7579448,0.74936223,0.70554656,0.74337316,0.72447956,0.74631643,0.7345474,0.7211699,0.81542736,0.7227456
MN,0.7769422,0.7741689,0.78485024,0.8293584,0.767094,0.75089335,0.79315984,0.78848076,0.77982664,0.7757708,0.76934284,0.7721749,0.76199067,0.7645691,0.7378612,0.73157775,0.8002045,0.74094284,0.75381964,0.77001023,0.78485435,0.76829886,0.7340745,0.77877253,0.7529918,0.7635942,0.771232,0.7218303,0.7202601,0.7421234,0.7614192,0.75281984,0.8161262,0.72654283,0.74396604,0.73027205,0.7026863,0.717965,0.7035605,0.71807283,0.76613355,0.8089392,0.7977327,0.7824222,0.78029937,0.7930472,0.83440256,0.8257756,0.79819655,0.801254,0.78118837,0.79495555,0.7793553,0.73323375,0.8199038,0.85777986,0.8576389,0.84496033,0.85888076,1.0000001,0.8450303,0.8120589,0.8772054,0.80355674,0.7987411,0.8019091,0.7715709,0.78765017,0.763677,0.78279483,0.786735,0.78550893,0.75957906,0.7349391,0.7665827,0.7845117,0.7566448,0.7652815,0.7799962,0.79043573,0.77047694,0.7874096,0.76635313,0.7927779,0.7792202,0.7523877,0.75696903,0.77278864,0.7916551,0.80686283,0.7952727,0.79402703,0.7601167,0.8200223,0.8147668,0.7666615,0.78948,0.74413073,0.75004554,0.76762116,0.7394541,0.7760237,0.7370744,0.7647187,0.79462844,0.8142287,0.7983102,0.76552194,0.76929057,0.7845806,0.78193355,0.8031398,0.79171515,0.7262836,0.7664486,0.81123537,0.7737986,0.7569532,0.75958,0.7583989,0.77388346,0.74317896,0.72103345,0.7401675,0.7163768,0.7260381,0.80437464,0.82161224,0.79764605,0.77452254,0.75018,0.7847209,0.6913332,0.72470474,0.72822577,0.77570367,0.7933556,0.701935,0.7484652,0.722873,0.7199484,0.6955749,0.69169563,0.83644414,0.7368874
MM,0.7898235,0.78171444,0.8052472,0.7879195,0.79416823,0.7652011,0.7765304,0.80472076,0.7614242,0.7619046,0.75750935,0.73190385,0.74619436,0.7680868,0.7383274,0.76586103,0.7435688,0.7692288,0.7651583,0.7720163,0.77753055,0.79447025,0.7796858,0.7812728,0.78328365,0.7933075,0.79516023,0.73069274,0.7768471,0.7667527,0.75203264,0.78887457,0.79395056,0.7836114,0.75672984,0.7475278,0.7437258,0.76723874,0.73568803,0.75557405,0.78863245,0.79601187,0.7677897,0.7775996,0.77112675,0.78042144,0.79399574,0.76001143,0.8087146,0.7942041,0.7851089,0.8223448,0.77403903,0.80597204,0.7737896,0.8619935,0.8776135,0.83693767,0.8478571,0.8450303,1.0,0.8508925,0.84770244,0.7817731,0.79396564,0.75764567,0.75288993,0.74972034,0.73540896,0.7637304,0.76965,0.7611076,0.78794587,0.7376593,0.7656048,0.78608346,0.7652987,0.76606476,0.7841091,0.7717402,0.762671,0.78813857,0.70467544,0.77322006,0.7621486,0.7483406,0.7297828,0.7509083,0.7699892,0.8009527,0.75832266,0.77140206,0.75712115,0.77878815,0.76074284,0.74077225,0.79416156,0.7468308,0.7757522,0.7776054,0.7710956,0.80324197,0.7619618,0.756143,0.81055194,0.75249636,0.7855143,0.80981034,0.7855604,0.7653501,0.7722233,0.7806921,0.771921,0.7571954,0.78207684,0.7796566,0.7594105,0.74536204,0.7774451,0.7492353,0.7465353,0.74790114,0.73803324,0.72909194,0.76216614,0.745909,0.7475019,0.7709659,0.77098876,0.84401935,0.8086985,0.80212176,0.7352978,0.75062215,0.77664196,0.76785344,0.77041525,0.7418984,0.7647565,0.7582176,0.77188516,0.7388569,0.70774865,0.8419176,0.7583093
ST,0.7640356,0.76940995,0.76837933,0.75803983,0.762275,0.7496438,0.74333376,0.77360946,0.733389,0.7930505,0.78883237,0.7467398,0.73935604,0.75323963,0.687001,0.6984315,0.7250543,0.7378726,0.7384823,0.74895,0.7540982,0.75381124,0.7276898,0.7750149,0.7621296,0.7534952,0.7651819,0.7405175,0.7098869,0.7232325,0.7417735,0.74953747,0.7595798,0.7204114,0.7364462,0.7709514,0.7188623,0.74657387,0.7393098,0.7462398,0.739429,0.74535227,0.77663887,0.75215447,0.75440466,0.7612342,0.7577418,0.7218021,0.78213394,0.80428284,0.74490416,0.7708088,0.7477875,0.7446489,0.76205236,0.855768,0.8339648,0.8372294,0.81796044,0.8120589,0.8508925,0.9999999,0.81961113,0.7893862,0.7723264,0.77193063,0.75761974,0.7560776,0.7487415,0.7611314,0.7468572,0.7571445,0.73683906,0.7120299,0.7425489,0.7973453,0.7789364,0.7509172,0.7520022,0.7854934,0.75251955,0.76785123,0.69707614,0.73419034,0.783922,0.76562953,0.7612276,0.76313484,0.735917,0.76368797,0.77668417,0.80985636,0.74974465,0.7387959,0.7260429,0.7238076,0.76210475,0.72449964,0.737861,0.738115,0.7623379,0.75391334,0.7289172,0.7393102,0.76561415,0.7408087,0.75265044,0.7590347,0.7937942,0.7313085,0.7563482,0.81623775,0.77582604,0.7855027,0.797197,0.7765207,0.74179244,0.75721574,0.7391204,0.7254403,0.7684796,0.7178302,0.73461485,0.74097407,0.74756366,0.7031597,0.7381003,0.7277975,0.74705434,0.77675945,0.76910335,0.73856175,0.71009886,0.7534509,0.6764786,0.73747385,0.73648655,0.7245512,0.7722546,0.7362635,0.7479745,0.696768,0.7054,0.8194399,0.7104543
